"idhod","hodnota","stapro_kod","casz_cis","casz_kod","stavprace_cis","stavprace_kod","oceneni_cis","oceneni_kod","ocisteni_cis","ocisteni_kod","mesic","rok","mesicz","rokz","stapro_txt","casz_txt","stavprace_txt","oceneni_txt","ocisteni_txt"
"1281687069","99.6","5939","7626","C","175","024","7603","P","7604","P","12","2021","12","2020","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281686771","108.3","5939","7626","C",,,"7603","P","7604","P","12","2021","12","2020","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281687358","113.6","5939","7626","C","175","023","7603","P","7604","O","12","2021","12","2020","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267056074","115.3","5939","7626","C","175","023","7603","P",,,"12","2021","12","2020","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281689708","112.9","5939","7626","C","175","023","7603","P","7604","P","12","2021","12","2020","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281687605","108.8","5939","7626","C",,,"7603","P","7604","O","12","2021","12","2020","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267056078","101.4","5939","7626","C","175","024","7603","P",,,"12","2021","12","2020","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267028242","116.7","5939","7626","C",,,,,,,"8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267057799","116","5939","7626","C","175","024",,,,,"8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267028239","117","5939","7626","C","175","023",,,,,"8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1281690805","102.1","5939","7626","C","175","024","7603","P","7604","O","8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267039872","103.2","5939","7626","C",,,"7603","P",,,"8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281685732","100.9","5939","7626","C","175","024","7603","P","7604","P","8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281686939","101.2","5939","7626","C",,,"7603","P","7604","P","8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688401","102.1","5939","7626","C","175","023","7603","P","7604","O","8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267031144","103.4","5939","7626","C","175","023","7603","P",,,"8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281688802","101.4","5939","7626","C","175","023","7603","P","7604","P","8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281687932","102.1","5939","7626","C",,,"7603","P","7604","O","8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267039873","102.7","5939","7626","C","175","024","7603","P",,,"8","2022","8","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267028898","115.2","5939","7626","C",,,,,,,"10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267053294","117.5","5939","7626","C","175","024",,,,,"10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267028897","113.8","5939","7626","C","175","023",,,,,"10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1281690799","104.6","5939","7626","C","175","024","7603","P","7604","O","10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267042907","102.5","5939","7626","C",,,"7603","P",,,"10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281685865","104.5","5939","7626","C","175","024","7603","P","7604","P","10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281687109","102.5","5939","7626","C",,,"7603","P","7604","P","10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688620","101.5","5939","7626","C","175","023","7603","P","7604","O","10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267051116","101.3","5939","7626","C","175","023","7603","P",,,"10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281685659","101.3","5939","7626","C","175","023","7603","P","7604","P","10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688320","102.5","5939","7626","C",,,"7603","P","7604","O","10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267051123","104.5","5939","7626","C","175","024","7603","P",,,"10","2022","10","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267031514","107.9","5939","7626","Z",,,,,,,"3","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267045548","84.2","5939","7626","Z","175","024",,,,,"3","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267060055","120.3","5939","7626","Z","175","023",,,,,"3","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1267031517","101.8","5939","7626","Z","175","023","7603","P",,,"3","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281689393","107.4","5939","7626","Z","175","023","7603","P","7604","O","3","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281691746","99.3","5939","7626","Z","175","023","7603","P","7604","P","3","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281691651","70.1","5939","7626","Z","175","024","7603","P","7604","P","3","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1267032642","71.6","5939","7626","Z","175","024","7603","P",,,"3","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267059515","91.4","5939","7626","Z",,,"7603","P",,,"3","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281688778","98.9","5939","7626","Z","175","024","7603","P","7604","O","3","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281692143","89.2","5939","7626","Z",,,"7603","P","7604","P","3","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688776","104.5","5939","7626","Z",,,"7603","P","7604","O","3","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267029229","135.5","5939","7626","Z",,,,,,,"8","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267030357","140.1","5939","7626","Z","175","024",,,,,"8","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267050506","133.1","5939","7626","Z","175","023",,,,,"8","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1267050507","112.2","5939","7626","Z","175","023","7603","P",,,"8","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281687455","100","5939","7626","Z","175","023","7603","P","7604","O","8","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281691783","110.6","5939","7626","Z","175","023","7603","P","7604","P","8","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281691602","116.1","5939","7626","Z","175","024","7603","P","7604","P","8","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1267042896","117.6","5939","7626","Z","175","024","7603","P",,,"8","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267053276","114.1","5939","7626","Z",,,"7603","P",,,"8","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281687748","101.3","5939","7626","Z","175","024","7603","P","7604","O","8","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281692179","112.5","5939","7626","Z",,,"7603","P","7604","P","8","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281689434","100.4","5939","7626","Z",,,"7603","P","7604","O","8","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267033725","111.2","5939","7626","C",,,,,,,"11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267031495","112.1","5939","7626","C","175","024",,,,,"11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267029346","110.6","5939","7626","C","175","023",,,,,"11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1281690800","100.2","5939","7626","C","175","024","7603","P","7604","O","11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267028905","98.9","5939","7626","C",,,"7603","P",,,"11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281686174","99.5","5939","7626","C","175","024","7603","P","7604","P","11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688626","98.9","5939","7626","C",,,"7603","P","7604","P","11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688623","99","5939","7626","C","175","023","7603","P","7604","O","11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267043185","98.5","5939","7626","C","175","023","7603","P",,,"11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281688627","98.5","5939","7626","C","175","023","7603","P","7604","P","11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688192","99.4","5939","7626","C",,,"7603","P","7604","O","11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267028907","99.6","5939","7626","C","175","024","7603","P",,,"11","2022","11","2021","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267060920","104.8","5939","7626","C",,,,,,,"7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267027145","105.8","5939","7626","C","175","024",,,,,"7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267043229","104.3","5939","7626","C","175","023",,,,,"7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1281690815","100.4","5939","7626","C","175","024","7603","P","7604","O","7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267045563","99.9","5939","7626","C",,,"7603","P",,,"7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281689091","100.5","5939","7626","C","175","024","7603","P","7604","P","7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281689241","99.9","5939","7626","C",,,"7603","P","7604","P","7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281687148","99.9","5939","7626","C","175","023","7603","P","7604","O","7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267030057","99.6","5939","7626","C","175","023","7603","P",,,"7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281688462","99.6","5939","7626","C","175","023","7603","P","7604","P","7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281687485","100.1","5939","7626","C",,,"7603","P","7604","O","7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267043230","100.5","5939","7626","C","175","024","7603","P",,,"7","2023","7","2022","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267028909","138.1","5939","7626","Z",,,,,,,"6","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267044037","146","5939","7626","Z","175","024",,,,,"6","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267045123","134","5939","7626","Z","175","023",,,,,"6","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1267028913","113.2","5939","7626","Z","175","023","7603","P",,,"6","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281689169","103.1","5939","7626","Z","175","023","7603","P","7604","O","6","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281691713","112.2","5939","7626","Z","175","023","7603","P","7604","P","6","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281691657","122.3","5939","7626","Z","175","024","7603","P","7604","P","6","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1267045127","123.3","5939","7626","Z","175","024","7603","P",,,"6","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267045116","116.7","5939","7626","Z",,,"7603","P",,,"6","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281687482","104.3","5939","7626","Z","175","024","7603","P","7604","O","6","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281692186","115.7","5939","7626","Z",,,"7603","P","7604","P","6","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281687479","103.5","5939","7626","Z",,,"7603","P","7604","O","6","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267027146","136.4","5939","7626","Z",,,,,,,"9","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267031181","147.8","5939","7626","Z","175","024",,,,,"9","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267032664","130.3","5939","7626","Z","175","023",,,,,"9","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1267060368","109.8","5939","7626","Z","175","023","7603","P",,,"9","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281688697","100.2","5939","7626","Z","175","023","7603","P","7604","O","9","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281691763","111.7","5939","7626","Z","175","023","7603","P","7604","P","9","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281691571","125.4","5939","7626","Z","175","024","7603","P","7604","P","9","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1267028267","123.6","5939","7626","Z","175","024","7603","P",,,"9","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267044900","114.5","5939","7626","Z",,,"7603","P",,,"9","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281687756","100.4","5939","7626","Z","175","024","7603","P","7604","O","9","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281692161","116.4","5939","7626","Z",,,"7603","P","7604","P","9","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281689791","100.3","5939","7626","Z",,,"7603","P","7604","O","9","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267028594","105.2","5939","7626","C",,,,,,,"2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267047444","94.8","5939","7626","C","175","024",,,,,"2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267028593","109.1","5939","7626","C","175","023",,,,,"2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1281690811","85","5939","7626","C","175","024","7603","P","7604","O","2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267028596","95.9","5939","7626","C",,,"7603","P",,,"2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281688665","85.6","5939","7626","C","175","024","7603","P","7604","P","2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281687699","95.9","5939","7626","C",,,"7603","P","7604","P","2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688768","99","5939","7626","C","175","023","7603","P","7604","O","2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267046245","99.9","5939","7626","C","175","023","7603","P",,,"2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281689202","99.9","5939","7626","C","175","023","7603","P","7604","P","2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688771","93.9","5939","7626","C",,,"7603","P","7604","O","2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267031684","85.6","5939","7626","C","175","024","7603","P",,,"2","2023","2","2022","Index stavební produkce","stejné období předchozího roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267044316","66.3","5939","7626","Z",,,,,,,"1","2024",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267030488","51.2","5939","7626","Z","175","024",,,,,"1","2024",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267033398","74.2","5939","7626","Z","175","023",,,,,"1","2024",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1267033739","62.2","5939","7626","Z","175","023","7603","P",,,"1","2024",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281686358","98.7","5939","7626","Z","175","023","7603","P","7604","O","1","2024",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281691690","61.7","5939","7626","Z","175","023","7603","P","7604","P","1","2024",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281691663","42.6","5939","7626","Z","175","024","7603","P","7604","P","1","2024",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1267033407","42.9","5939","7626","Z","175","024","7603","P",,,"1","2024",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267032285","55.5","5939","7626","Z",,,"7603","P",,,"1","2024",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
"1281686592","102.8","5939","7626","Z","175","024","7603","P","7604","O","1","2024",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281692192","55.1","5939","7626","Z",,,"7603","P","7604","P","1","2024",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281688000","100.1","5939","7626","Z",,,"7603","P","7604","O","1","2024",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1267044888","122.8","5939","7626","Z",,,,,,,"7","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","běžné ceny","neočištěno"
"1267032659","131.8","5939","7626","Z","175","024",,,,,"7","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","běžné ceny","neočištěno"
"1267044894","118.1","5939","7626","Z","175","023",,,,,"7","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","běžné ceny","neočištěno"
"1267060922","99.6","5939","7626","Z","175","023","7603","P",,,"7","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1281689174","100.2","5939","7626","Z","175","023","7603","P","7604","O","7","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","sezónně očištěno, včetně očištění o kalendářní vlivy"
"1281691729","103.4","5939","7626","Z","175","023","7603","P","7604","P","7","2023",,"2021","Index stavební produkce","průměr bazického roku","Pozemní stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1281691596","114.6","5939","7626","Z","175","024","7603","P","7604","P","7","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","očištěno o kalendářní vlivy, není očištěno o sezónní vlivy"
"1267031174","111.1","5939","7626","Z","175","024","7603","P",,,"7","2023",,"2021","Index stavební produkce","průměr bazického roku","Inženýrské stavitelství","stálé (průměrné) ceny roku","neočištěno"
"1267043224","103.6","5939","7626","Z",,,"7603","P",,,"7","2023",,"2021","Index stavební produkce","průměr bazického roku","Stavební práce celkem","stálé (průměrné) ceny roku","neočištěno"
