"idhod","hodnota","stapro_kod","ucel_tep","ucel_cis","ucel_kod","casz_kod","mesic","rok","obdobiod","obdobido","bazobdobiod","bazobdobido","ucel_txt","casz_txt"
"772138119","102.2","6134","CZCOICOP","5642","12","C","1","2015","2015-01-01","2015-01-31","2014-01-01","2014-01-31","Ostatní zboží a služby","stejné období předchozího roku"
"772138123","101.7","6134","CZCOICOP","5642","12","K","12","2015","2015-01-01","2015-12-31","2014-01-01","2014-12-31","Ostatní zboží a služby","stejných 12 měsíců předchozího roku"
"772140809","104.6","6134","CZCOICOP","5642","11","K","12","2005","2005-01-01","2005-12-31","2004-01-01","2004-12-31","Stravování a ubytování","stejných 12 měsíců předchozího roku"
"772140818","101.2","6134","CZCOICOP","5642","11","C","8","2016","2016-08-01","2016-08-31","2015-08-01","2015-08-31","Stravování a ubytování","stejné období předchozího roku"
"772140819","101.1","6134","CZCOICOP","5642","11","C","9","2016","2016-09-01","2016-09-30","2015-09-01","2015-09-30","Stravování a ubytování","stejné období předchozího roku"
"772140822","101.5","6134","CZCOICOP","5642","11","C","10","2016","2016-10-01","2016-10-31","2015-10-01","2015-10-31","Stravování a ubytování","stejné období předchozího roku"
"772140825","104.4","6134","CZCOICOP","5642","11","C","12","2016","2016-12-01","2016-12-31","2015-12-01","2015-12-31","Stravování a ubytování","stejné období předchozího roku"
"772140826","101.5","6134","CZCOICOP","5642","11","K","12","2016","2016-01-01","2016-12-31","2015-01-01","2015-12-31","Stravování a ubytování","stejných 12 měsíců předchozího roku"
"772141817","104.5","6134","CZCOICOP","5642","10","C","1","2000","2000-01-01","2000-01-31","1999-01-01","1999-01-31","Vzdělávání","stejné období předchozího roku"
"772141818","105","6134","CZCOICOP","5642","10","C","2","2000","2000-02-01","2000-02-29","1999-02-01","1999-02-28","Vzdělávání","stejné období předchozího roku"
"772141819","105.1","6134","CZCOICOP","5642","10","C","3","2000","2000-03-01","2000-03-31","1999-03-01","1999-03-31","Vzdělávání","stejné období předchozího roku"
"772141820","105.1","6134","CZCOICOP","5642","10","C","4","2000","2000-04-01","2000-04-30","1999-04-01","1999-04-30","Vzdělávání","stejné období předchozího roku"
"772141821","105.1","6134","CZCOICOP","5642","10","C","5","2000","2000-05-01","2000-05-31","1999-05-01","1999-05-31","Vzdělávání","stejné období předchozího roku"
"772141822","104.9","6134","CZCOICOP","5642","10","C","7","2000","2000-07-01","2000-07-31","1999-07-01","1999-07-31","Vzdělávání","stejné období předchozího roku"
"772141823","104.9","6134","CZCOICOP","5642","10","C","8","2000","2000-08-01","2000-08-31","1999-08-01","1999-08-31","Vzdělávání","stejné období předchozího roku"
"772141824","103.2","6134","CZCOICOP","5642","10","C","10","2000","2000-10-01","2000-10-31","1999-10-01","1999-10-31","Vzdělávání","stejné období předchozího roku"
"772141825","103.2","6134","CZCOICOP","5642","10","C","11","2000","2000-11-01","2000-11-30","1999-11-01","1999-11-30","Vzdělávání","stejné období předchozího roku"
"772141826","103.3","6134","CZCOICOP","5642","10","C","12","2000","2000-12-01","2000-12-31","1999-12-01","1999-12-31","Vzdělávání","stejné období předchozího roku"
"772141831","102.8","6134","CZCOICOP","5642","10","K","12","2001","2001-01-01","2001-12-31","2000-01-01","2000-12-31","Vzdělávání","stejných 12 měsíců předchozího roku"
"772117545","104.7","6134",,,,"K","12","2001","2001-01-01","2001-12-31","2000-01-01","2000-12-31",,"stejných 12 měsíců předchozího roku"
"772117549","100.6","6134",,,,"C","1","2016","2016-01-01","2016-01-31","2015-01-01","2015-01-31",,"stejné období předchozího roku"
"772117551","100.5","6134",,,,"C","2","2016","2016-02-01","2016-02-29","2015-02-01","2015-02-28",,"stejné období předchozího roku"
"772117553","100.3","6134",,,,"C","3","2016","2016-03-01","2016-03-31","2015-03-01","2015-03-31",,"stejné období předchozího roku"
"772117556","100.6","6134",,,,"C","4","2016","2016-04-01","2016-04-30","2015-04-01","2015-04-30",,"stejné období předchozího roku"
"772117558","100.1","6134",,,,"C","5","2016","2016-05-01","2016-05-31","2015-05-01","2015-05-31",,"stejné období předchozího roku"
"772117560","100.1","6134",,,,"C","6","2016","2016-06-01","2016-06-30","2015-06-01","2015-06-30",,"stejné období předchozího roku"
"772117563","105.2","6134","CZCOICOP","5642","01","C","12","2012","2012-12-01","2012-12-31","2011-12-01","2011-12-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117564","105.7","6134","CZCOICOP","5642","01","C","1","2013","2013-01-01","2013-01-31","2012-01-01","2012-01-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117565","105","6134","CZCOICOP","5642","01","C","2","2013","2013-02-01","2013-02-28","2012-02-01","2012-02-29","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117566","104","6134","CZCOICOP","5642","01","C","3","2013","2013-03-01","2013-03-31","2012-03-01","2012-03-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117567","105","6134","CZCOICOP","5642","01","C","4","2013","2013-04-01","2013-04-30","2012-04-01","2012-04-30","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117568","104.9","6134","CZCOICOP","5642","01","C","5","2013","2013-05-01","2013-05-31","2012-05-01","2012-05-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117569","106.3","6134","CZCOICOP","5642","01","C","6","2013","2013-06-01","2013-06-30","2012-06-01","2012-06-30","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117570","105.7","6134","CZCOICOP","5642","01","C","7","2013","2013-07-01","2013-07-31","2012-07-01","2012-07-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117571","105.6","6134","CZCOICOP","5642","01","C","8","2013","2013-08-01","2013-08-31","2012-08-01","2012-08-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117572","104.6","6134","CZCOICOP","5642","01","C","9","2013","2013-09-01","2013-09-30","2012-09-01","2012-09-30","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117573","103.5","6134","CZCOICOP","5642","01","C","10","2013","2013-10-01","2013-10-31","2012-10-01","2012-10-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117574","103.9","6134","CZCOICOP","5642","01","C","11","2013","2013-11-01","2013-11-30","2012-11-01","2012-11-30","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117575","104.8","6134","CZCOICOP","5642","01","C","12","2013","2013-12-01","2013-12-31","2012-12-01","2012-12-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117578","102","6134","CZCOICOP","5642","01","K","12","2014","2014-01-01","2014-12-31","2013-01-01","2013-12-31","Potraviny a nealkoholické nápoje","stejných 12 měsíců předchozího roku"
"772115911","103.5","6134",,,,"C","10","2004","2004-10-01","2004-10-31","2003-10-01","2003-10-31",,"stejné období předchozího roku"
"772115912","102.9","6134",,,,"C","11","2004","2004-11-01","2004-11-30","2003-11-01","2003-11-30",,"stejné období předchozího roku"
"772115913","102.8","6134",,,,"C","12","2004","2004-12-01","2004-12-31","2003-12-01","2003-12-31",,"stejné období předchozího roku"
"772115914","101.7","6134",,,,"C","1","2005","2005-01-01","2005-01-31","2004-01-01","2004-01-31",,"stejné období předchozího roku"
"772115915","101.7","6134",,,,"C","2","2005","2005-02-01","2005-02-28","2004-02-01","2004-02-29",,"stejné období předchozího roku"
"772115916","101.5","6134",,,,"C","3","2005","2005-03-01","2005-03-31","2004-03-01","2004-03-31",,"stejné období předchozího roku"
"772115917","101.6","6134",,,,"C","4","2005","2005-04-01","2005-04-30","2004-04-01","2004-04-30",,"stejné období předchozího roku"
"772115918","101.3","6134",,,,"C","5","2005","2005-05-01","2005-05-31","2004-05-01","2004-05-31",,"stejné období předchozího roku"
"772115919","101.8","6134",,,,"C","6","2005","2005-06-01","2005-06-30","2004-06-01","2004-06-30",,"stejné období předchozího roku"
"772115920","101.7","6134",,,,"C","7","2005","2005-07-01","2005-07-31","2004-07-01","2004-07-31",,"stejné období předchozího roku"
"772115921","101.7","6134",,,,"C","8","2005","2005-08-01","2005-08-31","2004-08-01","2004-08-31",,"stejné období předchozího roku"
"772115922","102.2","6134",,,,"C","9","2005","2005-09-01","2005-09-30","2004-09-01","2004-09-30",,"stejné období předchozího roku"
"772115923","102.6","6134",,,,"C","10","2005","2005-10-01","2005-10-31","2004-10-01","2004-10-31",,"stejné období předchozího roku"
"772115924","102.4","6134",,,,"C","11","2005","2005-11-01","2005-11-30","2004-11-01","2004-11-30",,"stejné období předchozího roku"
"772115925","102.2","6134",,,,"C","12","2005","2005-12-01","2005-12-31","2004-12-01","2004-12-31",,"stejné období předchozího roku"
"772115929","101","6134",,,,"K","12","2009","2009-01-01","2009-12-31","2008-01-01","2008-12-31",,"stejných 12 měsíců předchozího roku"
"772115941","98.3","6134","CZCOICOP","5642","01","C","6","2003","2003-06-01","2003-06-30","2002-06-01","2002-06-30","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772115942","98.5","6134","CZCOICOP","5642","01","C","7","2003","2003-07-01","2003-07-31","2002-07-01","2002-07-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772115943","98.6","6134","CZCOICOP","5642","01","C","8","2003","2003-08-01","2003-08-31","2002-08-01","2002-08-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772115944","99.6","6134","CZCOICOP","5642","01","C","9","2003","2003-09-01","2003-09-30","2002-09-01","2002-09-30","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772115945","103.4","6134","CZCOICOP","5642","01","C","11","2003","2003-11-01","2003-11-30","2002-11-01","2002-11-30","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772115946","104.2","6134","CZCOICOP","5642","01","C","1","2004","2004-01-01","2004-01-31","2003-01-01","2003-01-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772115947","104.2","6134","CZCOICOP","5642","01","C","2","2004","2004-02-01","2004-02-29","2003-02-01","2003-02-28","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117383","105.3","6134","CZCOICOP","5642","01","C","12","2011","2011-12-01","2011-12-31","2010-12-01","2010-12-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117384","107","6134","CZCOICOP","5642","01","C","1","2012","2012-01-01","2012-01-31","2011-01-01","2011-01-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117385","106.9","6134","CZCOICOP","5642","01","C","2","2012","2012-02-01","2012-02-29","2011-02-01","2011-02-28","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117386","108.7","6134","CZCOICOP","5642","01","C","3","2012","2012-03-01","2012-03-31","2011-03-01","2011-03-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117387","106.6","6134","CZCOICOP","5642","01","C","4","2012","2012-04-01","2012-04-30","2011-04-01","2011-04-30","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117388","105.3","6134","CZCOICOP","5642","01","C","5","2012","2012-05-01","2012-05-31","2011-05-01","2011-05-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117389","107","6134","CZCOICOP","5642","01","C","7","2012","2012-07-01","2012-07-31","2011-07-01","2011-07-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117390","107.3","6134","CZCOICOP","5642","01","C","8","2012","2012-08-01","2012-08-31","2011-08-01","2011-08-31","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772117391","107.3","6134","CZCOICOP","5642","01","C","9","2012","2012-09-01","2012-09-30","2011-09-01","2011-09-30","Potraviny a nealkoholické nápoje","stejné období předchozího roku"
"772121055","104.8","6134","CZCOICOP","5642","02","C","11","2015","2015-11-01","2015-11-30","2014-11-01","2014-11-30","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772121056","104.4","6134","CZCOICOP","5642","02","C","12","2015","2015-12-01","2015-12-31","2014-12-01","2014-12-31","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772121855","104.5","6134","CZCOICOP","5642","03","C","1","2015","2015-01-01","2015-01-31","2014-01-01","2014-01-31","Odívání a obuv","stejné období předchozího roku"
"772121856","104.7","6134","CZCOICOP","5642","03","C","3","2015","2015-03-01","2015-03-31","2014-03-01","2014-03-31","Odívání a obuv","stejné období předchozího roku"
"772121857","103.9","6134","CZCOICOP","5642","03","C","4","2015","2015-04-01","2015-04-30","2014-04-01","2014-04-30","Odívání a obuv","stejné období předchozího roku"
"772121858","103.4","6134","CZCOICOP","5642","03","C","5","2015","2015-05-01","2015-05-31","2014-05-01","2014-05-31","Odívání a obuv","stejné období předchozího roku"
"772121859","103.3","6134","CZCOICOP","5642","03","C","6","2015","2015-06-01","2015-06-30","2014-06-01","2014-06-30","Odívání a obuv","stejné období předchozího roku"
"772121860","102.5","6134","CZCOICOP","5642","03","C","8","2015","2015-08-01","2015-08-31","2014-08-01","2014-08-31","Odívání a obuv","stejné období předchozího roku"
"772121861","102.8","6134","CZCOICOP","5642","03","C","9","2015","2015-09-01","2015-09-30","2014-09-01","2014-09-30","Odívání a obuv","stejné období předchozího roku"
"772121862","102.9","6134","CZCOICOP","5642","03","C","11","2015","2015-11-01","2015-11-30","2014-11-01","2014-11-30","Odívání a obuv","stejné období předchozího roku"
"772121863","102.7","6134","CZCOICOP","5642","03","C","12","2015","2015-12-01","2015-12-31","2014-12-01","2014-12-31","Odívání a obuv","stejné období předchozího roku"
"772123106","100.6","6134","CZCOICOP","5642","03","C","9","2017","2017-09-01","2017-09-30","2016-09-01","2016-09-30","Odívání a obuv","stejné období předchozího roku"
"772123109","99.1","6134","CZCOICOP","5642","03","C","10","2017","2017-10-01","2017-10-31","2016-10-01","2016-10-31","Odívání a obuv","stejné období předchozího roku"
"772123355","102.4","6134","CZCOICOP","5642","02","C","9","2012","2012-09-01","2012-09-30","2011-09-01","2011-09-30","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123356","104.1","6134","CZCOICOP","5642","02","C","10","2012","2012-10-01","2012-10-31","2011-10-01","2011-10-31","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123357","103.6","6134","CZCOICOP","5642","02","C","11","2012","2012-11-01","2012-11-30","2011-11-01","2011-11-30","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123358","103.8","6134","CZCOICOP","5642","02","C","12","2012","2012-12-01","2012-12-31","2011-12-01","2011-12-31","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123359","103.9","6134","CZCOICOP","5642","02","C","1","2013","2013-01-01","2013-01-31","2012-01-01","2012-01-31","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123360","103.5","6134","CZCOICOP","5642","02","C","3","2013","2013-03-01","2013-03-31","2012-03-01","2012-03-31","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123361","105","6134","CZCOICOP","5642","02","C","4","2013","2013-04-01","2013-04-30","2012-04-01","2012-04-30","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123362","104.3","6134","CZCOICOP","5642","02","C","5","2013","2013-05-01","2013-05-31","2012-05-01","2012-05-31","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123363","103.3","6134","CZCOICOP","5642","02","C","6","2013","2013-06-01","2013-06-30","2012-06-01","2012-06-30","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123364","103.2","6134","CZCOICOP","5642","02","C","7","2013","2013-07-01","2013-07-31","2012-07-01","2012-07-31","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772123365","103.5","6134","CZCOICOP","5642","02","C","8","2013","2013-08-01","2013-08-31","2012-08-01","2012-08-31","Alkoholické nápoje, tabák a narkotika","stejné období předchozího roku"
"772127187","99.6","6134","CZCOICOP","5642","05","C","7","2017","2017-07-01","2017-07-31","2016-07-01","2016-07-31","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772127188","99.4","6134","CZCOICOP","5642","05","C","8","2017","2017-08-01","2017-08-31","2016-08-01","2016-08-31","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772127190","99.9","6134","CZCOICOP","5642","05","C","9","2017","2017-09-01","2017-09-30","2016-09-01","2016-09-30","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772130864","97.6","6134","CZCOICOP","5642","04","C","2","2014","2014-02-01","2014-02-28","2013-02-01","2013-02-28","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130865","97.7","6134","CZCOICOP","5642","04","C","3","2014","2014-03-01","2014-03-31","2013-03-01","2013-03-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130866","98.5","6134","CZCOICOP","5642","04","C","5","2014","2014-05-01","2014-05-31","2013-05-01","2013-05-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130867","98.6","6134","CZCOICOP","5642","04","C","6","2014","2014-06-01","2014-06-30","2013-06-01","2013-06-30","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130868","99.2","6134","CZCOICOP","5642","04","C","7","2014","2014-07-01","2014-07-31","2013-07-01","2013-07-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130869","99.2","6134","CZCOICOP","5642","04","C","8","2014","2014-08-01","2014-08-31","2013-08-01","2013-08-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130870","99.3","6134","CZCOICOP","5642","04","C","9","2014","2014-09-01","2014-09-30","2013-09-01","2013-09-30","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130871","99.4","6134","CZCOICOP","5642","04","C","10","2014","2014-10-01","2014-10-31","2013-10-01","2013-10-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130872","99.3","6134","CZCOICOP","5642","04","C","11","2014","2014-11-01","2014-11-30","2013-11-01","2013-11-30","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130873","99.4","6134","CZCOICOP","5642","04","C","12","2014","2014-12-01","2014-12-31","2013-12-01","2013-12-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130874","101.2","6134","CZCOICOP","5642","04","C","1","2015","2015-01-01","2015-01-31","2014-01-01","2014-01-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130875","101.2","6134","CZCOICOP","5642","04","C","2","2015","2015-02-01","2015-02-28","2014-02-01","2014-02-28","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772130876","101","6134","CZCOICOP","5642","04","K","12","2015","2015-01-01","2015-12-31","2014-01-01","2014-12-31","Bydlení, voda, energie, paliva","stejných 12 měsíců předchozího roku"
"772131038","101.1","6134","CZCOICOP","5642","04","C","3","2015","2015-03-01","2015-03-31","2014-03-01","2014-03-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131039","101.1","6134","CZCOICOP","5642","04","C","4","2015","2015-04-01","2015-04-30","2014-04-01","2014-04-30","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131040","101.2","6134","CZCOICOP","5642","04","C","5","2015","2015-05-01","2015-05-31","2014-05-01","2014-05-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131041","101.3","6134","CZCOICOP","5642","04","C","6","2015","2015-06-01","2015-06-30","2014-06-01","2014-06-30","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131042","100.8","6134","CZCOICOP","5642","04","C","7","2015","2015-07-01","2015-07-31","2014-07-01","2014-07-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131043","100.8","6134","CZCOICOP","5642","04","C","8","2015","2015-08-01","2015-08-31","2014-08-01","2014-08-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131044","100.8","6134","CZCOICOP","5642","04","C","9","2015","2015-09-01","2015-09-30","2014-09-01","2014-09-30","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131045","100.8","6134","CZCOICOP","5642","04","C","10","2015","2015-10-01","2015-10-31","2014-10-01","2014-10-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131046","101","6134","CZCOICOP","5642","04","C","11","2015","2015-11-01","2015-11-30","2014-11-01","2014-11-30","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131047","101","6134","CZCOICOP","5642","04","C","12","2015","2015-12-01","2015-12-31","2014-12-01","2014-12-31","Bydlení, voda, energie, paliva","stejné období předchozího roku"
"772131048","108.4","6134","CZCOICOP","5642","04","K","12","2000","2000-01-01","2000-12-31","1999-01-01","1999-12-31","Bydlení, voda, energie, paliva","stejných 12 měsíců předchozího roku"
"772128215","98.2","6134","CZCOICOP","5642","05","C","9","2011","2011-09-01","2011-09-30","2010-09-01","2010-09-30","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128216","98.7","6134","CZCOICOP","5642","05","C","10","2011","2011-10-01","2011-10-31","2010-10-01","2010-10-31","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128217","98.5","6134","CZCOICOP","5642","05","C","11","2011","2011-11-01","2011-11-30","2010-11-01","2010-11-30","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128218","98.4","6134","CZCOICOP","5642","05","C","12","2011","2011-12-01","2011-12-31","2010-12-01","2010-12-31","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128219","98.8","6134","CZCOICOP","5642","05","C","1","2012","2012-01-01","2012-01-31","2011-01-01","2011-01-31","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128220","98.6","6134","CZCOICOP","5642","05","C","3","2012","2012-03-01","2012-03-31","2011-03-01","2011-03-31","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128221","99.1","6134","CZCOICOP","5642","05","C","4","2012","2012-04-01","2012-04-30","2011-04-01","2011-04-30","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128222","98.8","6134","CZCOICOP","5642","05","C","5","2012","2012-05-01","2012-05-31","2011-05-01","2011-05-31","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128223","98.8","6134","CZCOICOP","5642","05","C","6","2012","2012-06-01","2012-06-30","2011-06-01","2011-06-30","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128224","98.4","6134","CZCOICOP","5642","05","C","7","2012","2012-07-01","2012-07-31","2011-07-01","2011-07-31","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128225","98.6","6134","CZCOICOP","5642","05","C","8","2012","2012-08-01","2012-08-31","2011-08-01","2011-08-31","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128226","98.6","6134","CZCOICOP","5642","05","C","9","2012","2012-09-01","2012-09-30","2011-09-01","2011-09-30","Bytové vybavení, zařízení domácnosti; opravy","stejné období předchozího roku"
"772128230","99","6134","CZCOICOP","5642","05","K","12","2013","2013-01-01","2013-12-31","2012-01-01","2012-12-31","Bytové vybavení, zařízení domácnosti; opravy","stejných 12 měsíců předchozího roku"
"772132888","99.8","6134","CZCOICOP","5642","09","C","5","2013","2013-05-01","2013-05-31","2012-05-01","2012-05-31","Rekreace a kultura","stejné období předchozího roku"
"772132889","100.5","6134","CZCOICOP","5642","09","C","9","2013","2013-09-01","2013-09-30","2012-09-01","2012-09-30","Rekreace a kultura","stejné období předchozího roku"
"772132890","101.1","6134","CZCOICOP","5642","09","C","11","2013","2013-11-01","2013-11-30","2012-11-01","2012-11-30","Rekreace a kultura","stejné období předchozího roku"
"772132891","100.9","6134","CZCOICOP","5642","09","C","12","2013","2013-12-01","2013-12-31","2012-12-01","2012-12-31","Rekreace a kultura","stejné období předchozího roku"
"772132892","100.5","6134","CZCOICOP","5642","09","C","1","2014","2014-01-01","2014-01-31","2013-01-01","2013-01-31","Rekreace a kultura","stejné období předchozího roku"
"772132893","100.6","6134","CZCOICOP","5642","09","C","2","2014","2014-02-01","2014-02-28","2013-02-01","2013-02-28","Rekreace a kultura","stejné období předchozího roku"
"772132894","100.5","6134","CZCOICOP","5642","09","C","3","2014","2014-03-01","2014-03-31","2013-03-01","2013-03-31","Rekreace a kultura","stejné období předchozího roku"
"772132895","100.7","6134","CZCOICOP","5642","09","C","4","2014","2014-04-01","2014-04-30","2013-04-01","2013-04-30","Rekreace a kultura","stejné období předchozího roku"
"772132902","101.4","6134","CZCOICOP","5642","09","K","12","2015","2015-01-01","2015-12-31","2014-01-01","2014-12-31","Rekreace a kultura","stejných 12 měsíců předchozího roku"
"772137960","101.3","6134","CZCOICOP","5642","12","K","12","2014","2014-01-01","2014-12-31","2013-01-01","2013-12-31","Ostatní zboží a služby","stejných 12 měsíců předchozího roku"
"772136707","109.2","6134","CZCOICOP","5642","06","C","3","2012","2012-03-01","2012-03-31","2011-03-01","2011-03-31","Zdraví","stejné období předchozího roku"
"772136708","109","6134","CZCOICOP","5642","06","C","4","2012","2012-04-01","2012-04-30","2011-04-01","2011-04-30","Zdraví","stejné období předchozího roku"
"772136709","108.9","6134","CZCOICOP","5642","06","C","5","2012","2012-05-01","2012-05-31","2011-05-01","2011-05-31","Zdraví","stejné období předchozího roku"
"772136710","109.1","6134","CZCOICOP","5642","06","C","6","2012","2012-06-01","2012-06-30","2011-06-01","2011-06-30","Zdraví","stejné období předchozího roku"
"772136719","102.4","6134","CZCOICOP","5642","06","K","12","2013","2013-01-01","2013-12-31","2012-01-01","2012-12-31","Zdraví","stejných 12 měsíců předchozího roku"
"772136722","103.3","6134","CZCOICOP","5642","07","C","8","2004","2004-08-01","2004-08-31","2003-08-01","2003-08-31","Doprava","stejné období předchozího roku"
"772136723","102","6134","CZCOICOP","5642","07","C","9","2004","2004-09-01","2004-09-30","2003-09-01","2003-09-30","Doprava","stejné období předchozího roku"
"772136724","102.9","6134","CZCOICOP","5642","07","C","10","2004","2004-10-01","2004-10-31","2003-10-01","2003-10-31","Doprava","stejné období předchozího roku"
"772136725","102.8","6134","CZCOICOP","5642","07","C","11","2004","2004-11-01","2004-11-30","2003-11-01","2003-11-30","Doprava","stejné období předchozího roku"
"772136726","101.4","6134","CZCOICOP","5642","07","C","12","2004","2004-12-01","2004-12-31","2003-12-01","2003-12-31","Doprava","stejné období předchozího roku"
"772137098","102.3","6134","CZCOICOP","5642","07","K","12","2008","2008-01-01","2008-12-31","2007-01-01","2007-12-31","Doprava","stejných 12 měsíců předchozího roku"
"772137104","102.8","6134","CZCOICOP","5642","07","C","11","2017","2017-11-01","2017-11-30","2016-11-01","2016-11-30","Doprava","stejné období předchozího roku"
"772137105","102.1","6134","CZCOICOP","5642","07","C","12","2017","2017-12-01","2017-12-31","2016-12-01","2016-12-31","Doprava","stejné období předchozího roku"
"772137106","103.7","6134","CZCOICOP","5642","07","K","12","2017","2017-01-01","2017-12-31","2016-01-01","2016-12-31","Doprava","stejných 12 měsíců předchozího roku"
"772135951","113.2","6134","CZCOICOP","5642","08","C","3","2006","2006-03-01","2006-03-31","2005-03-01","2005-03-31","Pošty a telekomunikace","stejné období předchozího roku"
"772135952","110.9","6134","CZCOICOP","5642","08","C","4","2006","2006-04-01","2006-04-30","2005-04-01","2005-04-30","Pošty a telekomunikace","stejné období předchozího roku"
"772135953","117.2","6134","CZCOICOP","5642","08","C","5","2006","2006-05-01","2006-05-31","2005-05-01","2005-05-31","Pošty a telekomunikace","stejné období předchozího roku"
"772135954","101.4","6134","CZCOICOP","5642","08","C","6","2006","2006-06-01","2006-06-30","2005-06-01","2005-06-30","Pošty a telekomunikace","stejné období předchozího roku"
"772135955","101.8","6134","CZCOICOP","5642","08","C","7","2006","2006-07-01","2006-07-31","2005-07-01","2005-07-31","Pošty a telekomunikace","stejné období předchozího roku"
"772135956","102.3","6134","CZCOICOP","5642","08","C","8","2006","2006-08-01","2006-08-31","2005-08-01","2005-08-31","Pošty a telekomunikace","stejné období předchozího roku"
