"idhod","hodnota","stapro_kod","casz_cis","casz_kod","cznace_cis","cznace_kod","mesic","rok","mesicz","rokz","stapro_txt","casz_txt","cznace_txt"
"1266016685","92.7","5249","7626","C","5104","05","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava černého a hnědého uhlí"
"1265237719","108.2","5249","7626","C","5104","22","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba pryžových a plastových výrobků"
"1265822167","90.5","5249","7626","C","5104","33","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Opravy a instalace strojů a zařízení"
"1265432400","120.2","5249","7626","C","5104","26","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba počítačů, elektronických a optických přístrojů a zařízení"
"1266211493","122.2","5249","7626","C","5104","27","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba elektrických zařízení"
"1266601931",,"5249","7626","C","5104","12","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba tabákových výrobků"
"1266017076","105","5249","7626","C","5104","13","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba textilií"
"1265238739","99.1","5249","7626","C","5104","18","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Tisk a rozmnožování nahraných nosičů"
"1266600489","100","5249","7626","C","5104","20","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba chemických látek a chemických přípravků"
"1266212089","104.2","5249","7626","C","5104","14","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba oděvů"
"1266406759","108.8","5249","7626","C","5104","16","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku"
"1266016121","99.5","5249","7626","C","5104","10","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba potravinářských výrobků"
"1266600490",,"5249","7626","C","5104","07","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava rud"
"1266405822","119.4","5249","7626","C","5104","08","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Ostatní těžba a dobývání"
"1266600655","121.4","5249","7626","C","5104","29","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů"
"1266016232","80.9","5249","7626","C","5104","11","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba nápojů"
"1266405823","71.6","5249","7626","C","5104","09","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Podpůrné činnosti při těžbě"
"1265822117","96.5","5249","7626","C","5104","15","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba usní a souvisejících výrobků"
"1266600547","154.1","5249","7626","C","5104","24","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba základních kovů, hutní zpracování kovů; slévárenství"
"1265822912","92.9","5249","7626","C","5104","31","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba nábytku"
"1265627842","95.6","5249","7626","C","5104","23","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních nekovových minerálních výrobků"
"1266407159","109.7","5249","7626","C","5104","35","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu"
"1265237720","108.7","5249","7626","C","5104","28","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba strojů a zařízení j. n."
"1266600544",,"5249","7626","C","5104","06","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Těžba ropy a zemního plynu"
"1266600491","117.4","5249","7626","C","5104","25","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení"
"1265822168","98","5249","7626","C","5104","30","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních dopravních prostředků a zařízení"
"1265822917","107.2","5249","7626","C","5104","17","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba papíru a výrobků z papíru"
"1266405906","108.8","5249","7626","C","5724","05350001","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Průmysl celkem (B+C+D)"
"1265822915","117.8","5249","7626","C","5104","19","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba koksu a rafinovaných ropných produktů"
"1265432399","106.7","5249","7626","C","5104","32","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Ostatní zpracovatelský průmysl"
"1266017075","132.6","5249","7626","C","5104","21","4","2010","4","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba základních farmaceutických výrobků a farmaceutických přípravků"
"1265238345","106.7","5249","7626","C","5104","05","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava černého a hnědého uhlí"
"1266211554","97.9","5249","7626","C","5104","22","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba pryžových a plastových výrobků"
"1266601531","110.3","5249","7626","C","5104","33","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Opravy a instalace strojů a zařízení"
"1265822728","130.6","5249","7626","C","5104","26","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba počítačů, elektronických a optických přístrojů a zařízení"
"1265433795","118","5249","7626","C","5104","27","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba elektrických zařízení"
"1266406612",,"5249","7626","C","5104","12","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba tabákových výrobků"
"1266210875","97","5249","7626","C","5104","13","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba textilií"
"1265628070","108.4","5249","7626","C","5104","18","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Tisk a rozmnožování nahraných nosičů"
"1265822174","111.4","5249","7626","C","5104","20","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba chemických látek a chemických přípravků"
"1266211706","82.6","5249","7626","C","5104","14","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba oděvů"
"1266212097","97.6","5249","7626","C","5104","16","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku"
"1265823112","98.6","5249","7626","C","5104","10","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba potravinářských výrobků"
"1266406564",,"5249","7626","C","5104","07","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava rud"
"1266601328","118","5249","7626","C","5104","08","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Ostatní těžba a dobývání"
"1266600695","112.7","5249","7626","C","5104","29","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů"
"1265237751","83.3","5249","7626","C","5104","11","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba nápojů"
"1265627234","71","5249","7626","C","5104","09","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Podpůrné činnosti při těžbě"
"1266016930","94","5249","7626","C","5104","15","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba usní a souvisejících výrobků"
"1265433355","109.6","5249","7626","C","5104","24","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba základních kovů, hutní zpracování kovů; slévárenství"
"1266016919","90.1","5249","7626","C","5104","31","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba nábytku"
"1265238346","102","5249","7626","C","5104","23","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních nekovových minerálních výrobků"
"1266601953","104.4","5249","7626","C","5104","35","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu"
"1265627233","115.4","5249","7626","C","5104","28","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba strojů a zařízení j. n."
"1265822300",,"5249","7626","C","5104","06","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Těžba ropy a zemního plynu"
"1265627239","119.2","5249","7626","C","5104","25","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení"
"1265433206","124.2","5249","7626","C","5104","30","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních dopravních prostředků a zařízení"
"1265433354","93.1","5249","7626","C","5104","17","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba papíru a výrobků z papíru"
"1266211700","107.5","5249","7626","C","5724","05350001","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Průmysl celkem (B+C+D)"
"1265628049","111.2","5249","7626","C","5104","19","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba koksu a rafinovaných ropných produktů"
"1265238752","108.6","5249","7626","C","5104","32","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Ostatní zpracovatelský průmysl"
"1266405806","104.7","5249","7626","C","5104","21","10","2010","10","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba základních farmaceutických výrobků a farmaceutických přípravků"
"1266600507","110.2","5249","7626","C","5104","05","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava černého a hnědého uhlí"
"1265822154","117.7","5249","7626","C","5104","22","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba pryžových a plastových výrobků"
"1266600678","115.1","5249","7626","C","5104","33","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Opravy a instalace strojů a zařízení"
"1266601327","118.5","5249","7626","C","5104","26","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba počítačů, elektronických a optických přístrojů a zařízení"
"1266600535","126.3","5249","7626","C","5104","27","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba elektrických zařízení"
"1266601337",,"5249","7626","C","5104","12","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba tabákových výrobků"
"1266211522","106.8","5249","7626","C","5104","13","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba textilií"
"1266211692","112.5","5249","7626","C","5104","18","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Tisk a rozmnožování nahraných nosičů"
"1266017508","118.5","5249","7626","C","5104","20","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba chemických látek a chemických přípravků"
"1266405815","91.3","5249","7626","C","5104","14","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba oděvů"
"1266017074","99.8","5249","7626","C","5104","16","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku"
"1265822940","105.2","5249","7626","C","5104","10","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba potravinářských výrobků"
"1265239189",,"5249","7626","C","5104","07","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava rud"
"1266210743","122.4","5249","7626","C","5104","08","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Ostatní těžba a dobývání"
"1266407164","126","5249","7626","C","5104","29","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů"
"1265238565","97.9","5249","7626","C","5104","11","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba nápojů"
"1266406762","135.3","5249","7626","C","5104","09","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Podpůrné činnosti při těžbě"
"1266016109","104.7","5249","7626","C","5104","15","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba usní a souvisejících výrobků"
"1265627247","112.8","5249","7626","C","5104","24","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba základních kovů, hutní zpracování kovů; slévárenství"
"1266406587","97.9","5249","7626","C","5104","31","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba nábytku"
"1265822284","108.3","5249","7626","C","5104","23","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních nekovových minerálních výrobků"
"1265433189","101","5249","7626","C","5104","35","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu"
"1266406572","127.6","5249","7626","C","5104","28","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba strojů a zařízení j. n."
"1266407163",,"5249","7626","C","5104","06","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Těžba ropy a zemního plynu"
"1266405934","120.3","5249","7626","C","5104","25","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení"
"1265628660","118.2","5249","7626","C","5104","30","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních dopravních prostředků a zařízení"
"1265238575","105.5","5249","7626","C","5104","17","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba papíru a výrobků z papíru"
"1266211521","113.9","5249","7626","C","5724","05350001","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Průmysl celkem (B+C+D)"
"1266212091","96.7","5249","7626","C","5104","19","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba koksu a rafinovaných ropných produktů"
"1265627392","112.7","5249","7626","C","5104","32","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Ostatní zpracovatelský průmysl"
"1266016691","121.5","5249","7626","C","5104","21","11","2010","11","2009","Index průmyslové produkce","stejné období předchozího roku","Výroba základních farmaceutických výrobků a farmaceutických přípravků"
"1266407152","108.6","5249","7626","C","5104","05","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava černého a hnědého uhlí"
"1266407153","102.9","5249","7626","C","5104","22","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba pryžových a plastových výrobků"
"1265239177","90.9","5249","7626","C","5104","33","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Opravy a instalace strojů a zařízení"
"1265238609","94.6","5249","7626","C","5104","26","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba počítačů, elektronických a optických přístrojů a zařízení"
"1266600700","106.7","5249","7626","C","5104","27","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba elektrických zařízení"
"1266016674",,"5249","7626","C","5104","12","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba tabákových výrobků"
"1266210882","97.6","5249","7626","C","5104","13","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba textilií"
"1265822114","103.4","5249","7626","C","5104","18","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Tisk a rozmnožování nahraných nosičů"
"1266601929","97.8","5249","7626","C","5104","20","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba chemických látek a chemických přípravků"
"1266212078","89.4","5249","7626","C","5104","14","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba oděvů"
"1265627198","85.3","5249","7626","C","5104","16","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku"
"1265822983","96","5249","7626","C","5104","10","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba potravinářských výrobků"
"1266211287",,"5249","7626","C","5104","07","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava rud"
"1265239176","80.9","5249","7626","C","5104","08","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Ostatní těžba a dobývání"
"1266405768","137.1","5249","7626","C","5104","29","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů"
"1266016272","83.9","5249","7626","C","5104","11","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba nápojů"
"1265433176","126","5249","7626","C","5104","09","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Podpůrné činnosti při těžbě"
"1266600538","116.7","5249","7626","C","5104","15","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba usní a souvisejících výrobků"
"1266016896","108.7","5249","7626","C","5104","24","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba základních kovů, hutní zpracování kovů; slévárenství"
"1265238759","100.8","5249","7626","C","5104","31","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba nábytku"
"1266405955","89.7","5249","7626","C","5104","23","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních nekovových minerálních výrobků"
"1266601928","87.9","5249","7626","C","5104","35","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu"
"1266405769","106","5249","7626","C","5104","28","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba strojů a zařízení j. n."
"1266211284",,"5249","7626","C","5104","06","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Těžba ropy a zemního plynu"
"1265239179","99.6","5249","7626","C","5104","25","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení"
"1265627250","98.9","5249","7626","C","5104","30","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních dopravních prostředků a zařízení"
"1266601925","99.6","5249","7626","C","5104","17","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba papíru a výrobků z papíru"
"1266016946","101.7","5249","7626","C","5724","05350001","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Průmysl celkem (B+C+D)"
"1266211577","98","5249","7626","C","5104","19","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba koksu a rafinovaných ropných produktů"
"1266210881","97.7","5249","7626","C","5104","32","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Ostatní zpracovatelský průmysl"
"1265432978","104.5","5249","7626","C","5104","21","7","2011","7","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba základních farmaceutických výrobků a farmaceutických přípravků"
"1266601150","81.5","5249","7626","C","5104","05","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava černého a hnědého uhlí"
"1265627207","99.6","5249","7626","C","5104","22","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba pryžových a plastových výrobků"
"1266211515","104.9","5249","7626","C","5104","33","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Opravy a instalace strojů a zařízení"
"1265238569","90.2","5249","7626","C","5104","26","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba počítačů, elektronických a optických přístrojů a zařízení"
"1266016887","104.6","5249","7626","C","5104","27","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba elektrických zařízení"
"1266407168",,"5249","7626","C","5104","12","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba tabákových výrobků"
"1265628040","96.2","5249","7626","C","5104","13","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba textilií"
"1265822740","97.7","5249","7626","C","5104","18","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Tisk a rozmnožování nahraných nosičů"
"1266405930","86.9","5249","7626","C","5104","20","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba chemických látek a chemických přípravků"
"1265822159","101.9","5249","7626","C","5104","14","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba oděvů"
"1266406370","97.5","5249","7626","C","5104","16","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku"
"1266406763","93.6","5249","7626","C","5104","10","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba potravinářských výrobků"
"1266601330",,"5249","7626","C","5104","07","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava rud"
"1265237764","98","5249","7626","C","5104","08","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Ostatní těžba a dobývání"
"1266406372","116.2","5249","7626","C","5104","29","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů"
"1266601526","107","5249","7626","C","5104","11","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba nápojů"
"1266601148","140.2","5249","7626","C","5104","09","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Podpůrné činnosti při těžbě"
"1265823500","103.1","5249","7626","C","5104","15","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba usní a souvisejících výrobků"
"1266601942","99.2","5249","7626","C","5104","24","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba základních kovů, hutní zpracování kovů; slévárenství"
"1265238341","100","5249","7626","C","5104","31","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba nábytku"
"1265432441","96.8","5249","7626","C","5104","23","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních nekovových minerálních výrobků"
"1266016246","99.9","5249","7626","C","5104","35","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu"
"1266406764","99.7","5249","7626","C","5104","28","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba strojů a zařízení j. n."
"1265822945",,"5249","7626","C","5104","06","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Těžba ropy a zemního plynu"
"1265628039","101","5249","7626","C","5104","25","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení"
"1265628041","93.2","5249","7626","C","5104","30","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních dopravních prostředků a zařízení"
"1265627252","103.5","5249","7626","C","5104","17","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba papíru a výrobků z papíru"
"1266016888","101.1","5249","7626","C","5724","05350001","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Průmysl celkem (B+C+D)"
"1266017514","79.2","5249","7626","C","5104","19","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba koksu a rafinovaných ropných produktů"
"1266016902","104.9","5249","7626","C","5104","32","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Ostatní zpracovatelský průmysl"
"1266210858","112.6","5249","7626","C","5104","21","10","2011","10","2010","Index průmyslové produkce","stejné období předchozího roku","Výroba základních farmaceutických výrobků a farmaceutických přípravků"
"1266017046","94.7","5249","7626","C","5104","05","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava černého a hnědého uhlí"
"1265238715","101","5249","7626","C","5104","22","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba pryžových a plastových výrobků"
"1266405831","105.1","5249","7626","C","5104","33","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Opravy a instalace strojů a zařízení"
"1265239186","84.6","5249","7626","C","5104","26","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba počítačů, elektronických a optických přístrojů a zařízení"
"1265238558","118.1","5249","7626","C","5104","27","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba elektrických zařízení"
"1265238711",,"5249","7626","C","5104","12","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba tabákových výrobků"
"1265823072","102","5249","7626","C","5104","13","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba textilií"
"1265628192","107.8","5249","7626","C","5104","18","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Tisk a rozmnožování nahraných nosičů"
"1265822713","102.1","5249","7626","C","5104","20","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba chemických látek a chemických přípravků"
"1265822934","98.9","5249","7626","C","5104","14","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba oděvů"
"1265628037","95.4","5249","7626","C","5104","16","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku"
"1266601495","99.4","5249","7626","C","5104","10","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba potravinářských výrobků"
"1266211674",,"5249","7626","C","5104","07","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Těžba a úprava rud"
"1265822954","78.8","5249","7626","C","5104","08","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Ostatní těžba a dobývání"
"1265628662","114.9","5249","7626","C","5104","29","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů"
"1265433166","98","5249","7626","C","5104","11","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba nápojů"
"1266016256","128.4","5249","7626","C","5104","09","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Podpůrné činnosti při těžbě"
"1266016915","90.3","5249","7626","C","5104","15","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba usní a souvisejících výrobků"
"1265822714","97.8","5249","7626","C","5104","24","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba základních kovů, hutní zpracování kovů; slévárenství"
"1266211511","104.7","5249","7626","C","5104","31","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba nábytku"
"1266211510","98.8","5249","7626","C","5104","23","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních nekovových minerálních výrobků"
"1266405801","105.4","5249","7626","C","5104","35","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu"
"1266406725","108.9","5249","7626","C","5104","28","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba strojů a zařízení j. n."
"1265627235",,"5249","7626","C","5104","06","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Těžba ropy a zemního plynu"
"1266017048","102.9","5249","7626","C","5104","25","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení"
"1266210758","90.9","5249","7626","C","5104","30","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba ostatních dopravních prostředků a zařízení"
"1266016916","100.5","5249","7626","C","5104","17","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba papíru a výrobků z papíru"
"1266016914","105.2","5249","7626","C","5724","05350001","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Průmysl celkem (B+C+D)"
"1265238712","107.5","5249","7626","C","5104","19","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Výroba koksu a rafinovaných ropných produktů"
"1265238321","98.9","5249","7626","C","5104","32","2","2012","2","2011","Index průmyslové produkce","stejné období předchozího roku","Ostatní zpracovatelský průmysl"
